product_name,brand_name,SKU,price,order_id,product_description,data_generated_at
Deluxe Sneakers,Nike,USE-7323-ZR,$482.48,ORD-486916504,A classic air fryer made with high-quality bamboo.,2026-07-21 18:39:08.610430
Eco-Friendly Power Bank,Nintendo,LWW-5171-QQ,$730.52,ORD-914017726,A deluxe e-reader made with high-quality recycled plastic.,2026-07-21 18:39:08.610444
Ultra Mouse,LG,TEE-9620-YA,$598.39,ORD-165141853,A heavy-duty drone made with high-quality bamboo.,2026-07-21 18:39:08.610459
Premium Laptop,KitchenAid,AAR-5631-BJ,$273.55,ORD-627492628,A heavy-duty headphones made with high-quality nylon.,2026-07-21 18:39:08.610473
Wireless Coffee Maker,Microsoft,HLY-1568-HF,$50.72,ORD-473684845,A classic keyboard made with high-quality leather.,2026-07-21 18:39:08.610539
Wireless Backpack,Levi's,NYH-9018-RU,$789.43,ORD-298209600,A classic gaming chair made with high-quality bamboo.,2026-07-21 18:39:08.610555
Vintage Drone,Sony,HZN-6593-OY,$675.97,ORD-297305590,A waterproof air purifier made with high-quality titanium.,2026-07-21 18:39:08.610568
Ultra Monitor,Philips,PJB-9630-JK,$22.52,ORD-509297213,A limited edition tablet made with high-quality recycled plastic.,2026-07-21 18:39:08.610589
Vintage Yoga Mat,Garmin,GGP-9327-BJ,$346.74,ORD-136202124,A deluxe robot vacuum made with high-quality titanium.,2026-07-21 18:39:08.610613
Ergonomic Electric Toothbrush,ASUS,TTC-5844-TH,$714.07,ORD-307832718,A waterproof smartphone made with high-quality nylon.,2026-07-21 18:39:08.610630
Eco-Friendly Monitor,JBL,GYF-8159-YN,$992.81,ORD-451548634,A ultra coffee maker made with high-quality stainless steel.,2026-07-21 18:39:08.610645
Deluxe Keyboard,Apple,NHE-1870-BZ,$252.49,ORD-108770257,A heavy-duty vacuum cleaner made with high-quality ceramic.,2026-07-21 18:39:08.610659
Eco-Friendly Drone,Apple,IHZ-2486-NE,$493.37,ORD-754161898,A modern mouse made with high-quality recycled plastic.,2026-07-21 18:39:08.610674
Limited Edition Tablet,Lenovo,KNC-6877-AU,$624.60,ORD-562204803,A high-performance jacket made with high-quality bamboo.,2026-07-21 18:39:08.610688
Premium Sneakers,HP,RBL-7742-RL,$946.48,ORD-995182955,A deluxe electric toothbrush made with high-quality wood.,2026-07-21 18:39:08.610702
Compact Jacket,HP,KQT-6638-WG,$801.70,ORD-417099353,A ultra robot vacuum made with high-quality polyester.,2026-07-21 18:39:08.610716
Eco-Friendly Gaming Chair,Dyson,REG-4036-QY,$792.62,ORD-419380691,A compact keyboard made with high-quality silicone.,2026-07-21 18:39:08.610731
Compact Smartwatch,Anker,BFM-2143-DS,$69.96,ORD-754315496,A deluxe water bottle made with high-quality aluminum.,2026-07-21 18:39:08.610744
Professional Power Bank,Apple,IBY-4869-KZ,$194.23,ORD-396846762,A waterproof gaming chair made with high-quality bamboo.,2026-07-21 18:39:08.610758
Heavy-Duty Jacket,Philips,UAH-8256-NL,$498.13,ORD-627184786,A high-performance water bottle made with high-quality carbon fiber.,2026-07-21 18:39:08.610773
High-Performance Fitness Tracker,Apple,POL-1857-FP,$938.02,ORD-844245007,A compact fitness tracker made with high-quality stainless steel.,2026-07-21 18:39:08.610787
Wireless Camera,Microsoft,FWG-7024-KL,$807.99,ORD-990964423,A high-performance keyboard made with high-quality titanium.,2026-07-21 18:39:08.610826
Ergonomic Headphones,LG,MNS-5446-GX,$86.72,ORD-401725001,A classic gaming chair made with high-quality stainless steel.,2026-07-21 18:39:08.610847
Ergonomic Tablet,HP,BBE-2061-RZ,$602.53,ORD-237453752,A classic drone made with high-quality aluminum.,2026-07-21 18:39:08.610862
Ergonomic Yoga Mat,Lenovo,XRY-1266-GG,$573.16,ORD-377236930,A deluxe monitor made with high-quality recycled plastic.,2026-07-21 18:39:08.610876
Vintage E-Reader,Bose,REJ-2254-IB,$247.14,ORD-409199870,A high-performance tablet made with high-quality recycled plastic.,2026-07-21 18:39:08.610890
Professional Smartwatch,Nespresso,HHX-9113-FZ,$717.07,ORD-267802611,A limited edition speaker made with high-quality cotton.,2026-07-21 18:39:08.610904
Smart Sneakers,Bose,SRX-7296-FU,$251.48,ORD-996868864,A modern water bottle made with high-quality glass.,2026-07-21 18:39:08.610918
Modern Robot Vacuum,Philips,WIU-5991-JP,$549.78,ORD-678784020,A modern desk lamp made with high-quality wood.,2026-07-21 18:39:08.610933
Wireless Smartwatch,Dell,FFY-5545-SH,$958.26,ORD-830304059,A wireless sneakers made with high-quality silicone.,2026-07-21 18:39:08.610947
Modern Tablet,Xiaomi,JIJ-4828-CY,$365.46,ORD-295687979,A deluxe monitor made with high-quality cashmere.,2026-07-21 18:39:08.610965
Deluxe Robot Vacuum,HP,SEO-9049-SN,$211.62,ORD-241445705,A high-performance speaker made with high-quality recycled plastic.,2026-07-21 18:39:08.610992
Waterproof Monitor,New Balance,SHL-7287-EO,$503.45,ORD-486178156,A ultra desk lamp made with high-quality nylon.,2026-07-21 18:39:08.611008
Premium Yoga Mat,Levi's,MTF-8526-YU,$150.42,ORD-986870876,A lightweight e-reader made with high-quality wood.,2026-07-21 18:39:08.611022
Premium Blender,Nintendo,AAW-6698-NQ,$352.35,ORD-904888891,A handcrafted wireless earbuds made with high-quality recycled plastic.,2026-07-21 18:39:08.611037
Compact Air Fryer,Nintendo,ROL-4080-ZT,$401.23,ORD-193302229,A smart smartphone made with high-quality glass.,2026-07-21 18:39:08.611051
Wireless Coffee Maker,Cuisinart,DWI-2893-XV,$792.68,ORD-960849880,A premium backpack made with high-quality titanium.,2026-07-21 18:39:08.611065
Wireless Water Bottle,Lenovo,MTP-1579-JJ,$917.69,ORD-339334394,A modern camera made with high-quality leather.,2026-07-21 18:39:08.611079
Deluxe Jacket,KitchenAid,HVY-3961-CZ,$449.09,ORD-738655058,A ultra robot vacuum made with high-quality titanium.,2026-07-21 18:39:08.611093
Wireless Power Bank,Sony,FCN-1529-SY,$392.69,ORD-520099006,A vintage speaker made with high-quality leather.,2026-07-21 18:39:08.611134
High-Performance Mouse,New Balance,GGY-8403-BP,$585.20,ORD-658494273,A waterproof sneakers made with high-quality bamboo.,2026-07-21 18:39:08.611153
Deluxe Air Fryer,Garmin,BTV-1443-YX,$4.99,ORD-179367851,A eco-friendly camera made with high-quality stainless steel.,2026-07-21 18:39:08.611168
Lightweight Jacket,Philips,EMM-1422-KZ,$822.87,ORD-379003297,A modern backpack made with high-quality cashmere.,2026-07-21 18:39:08.611181
Limited Edition Electric Toothbrush,Bose,BOI-8143-CC,$315.10,ORD-763004685,A ergonomic electric toothbrush made with high-quality carbon fiber.,2026-07-21 18:39:08.611195
Lightweight Sneakers,Puma,LHV-1437-OP,$356.94,ORD-417090332,A handcrafted smartphone made with high-quality polyester.,2026-07-21 18:39:08.611209
Handcrafted Robot Vacuum,Microsoft,BTH-4672-PY,$430.79,ORD-657406612,A professional air fryer made with high-quality carbon fiber.,2026-07-21 18:39:08.611223
Wireless Desk Lamp,Dyson,EUB-9645-XC,$384.17,ORD-261523729,A compact electric toothbrush made with high-quality polyester.,2026-07-21 18:39:08.611237
Compact Jacket,Philips,YQE-5064-PL,$701.31,ORD-234781088,A limited edition yoga mat made with high-quality stainless steel.,2026-07-21 18:39:08.611251
Wireless Backpack,The North Face,LAN-6641-BN,$716.91,ORD-767177305,A smart power bank made with high-quality titanium.,2026-07-21 18:39:08.611265
Limited Edition Wireless Earbuds,Cuisinart,QTJ-1619-HA,$673.86,ORD-229627113,A eco-friendly speaker made with high-quality bamboo.,2026-07-21 18:39:08.611279
Modern Backpack,Garmin,RRM-7325-HU,$549.09,ORD-702101596,A ergonomic air fryer made with high-quality leather.,2026-07-21 18:39:08.611293
Professional Monitor,HP,OIG-5406-KO,$763.99,ORD-136357198,A organic jacket made with high-quality silicone.,2026-07-21 18:39:08.611307
Premium Air Fryer,Bose,JJC-2537-NP,$989.43,ORD-416011176,A smart laptop made with high-quality aluminum.,2026-07-21 18:39:08.611321
High-Performance Air Fryer,Logitech,VJJ-9452-MV,$427.91,ORD-725172940,A smart electric toothbrush made with high-quality leather.,2026-07-21 18:39:08.611335
Premium Electric Toothbrush,Puma,KDQ-3350-SM,$688.69,ORD-184298224,A high-performance camera made with high-quality titanium.,2026-07-21 18:39:08.611364
Handcrafted Backpack,New Balance,GFD-8542-YS,$487.90,ORD-127420050,A organic robot vacuum made with high-quality cashmere.,2026-07-21 18:39:08.611379
Smart Wireless Earbuds,Amazon Basics,RIC-6908-OD,$626.02,ORD-502117695,A limited edition air fryer made with high-quality leather.,2026-07-21 18:39:08.611393
Eco-Friendly Keyboard,Levi's,EDL-5276-FA,$734.83,ORD-103435296,A premium headphones made with high-quality glass.,2026-07-21 18:39:08.611407
Waterproof Air Fryer,Panasonic,QYE-8522-HT,$811.06,ORD-692707426,A eco-friendly gaming chair made with high-quality nylon.,2026-07-21 18:39:08.611421
Vintage Wireless Earbuds,Xiaomi,QJF-8210-ZL,$668.19,ORD-285568405,A premium backpack made with high-quality silicone.,2026-07-21 18:39:08.611437
Professional Monitor,Puma,ZZN-4497-BD,$886.07,ORD-214409568,A eco-friendly air purifier made with high-quality nylon.,2026-07-21 18:39:08.611451
Classic Smartphone,Amazon Basics,YGO-3950-JZ,$92.20,ORD-354999212,A lightweight power bank made with high-quality ceramic.,2026-07-21 18:39:08.611465
Limited Edition Headphones,Nespresso,ERD-2406-VL,$602.77,ORD-372160389,A portable water bottle made with high-quality carbon fiber.,2026-07-21 18:39:08.611513
Heavy-Duty Webcam,Panasonic,KKZ-4088-VD,$931.17,ORD-417116718,A smart drone made with high-quality glass.,2026-07-21 18:39:08.611531
Lightweight Air Purifier,Nike,OYH-3407-PD,$301.93,ORD-671423928,A modern smartwatch made with high-quality polyester.,2026-07-21 18:39:08.611546
Eco-Friendly Smartwatch,Adidas,WYW-5369-CV,$242.59,ORD-330955998,A vintage smartwatch made with high-quality aluminum.,2026-07-21 18:39:08.611560
Ergonomic Speaker,Panasonic,CNI-4591-GA,$841.35,ORD-618366280,A portable air purifier made with high-quality nylon.,2026-07-21 18:39:08.611575
Modern Tablet,Canon,OXT-1610-QS,$186.52,ORD-541167623,A ultra fitness tracker made with high-quality wood.,2026-07-21 18:39:08.611592
Portable Camera,Samsung,QAV-8886-FX,$745.56,ORD-403696489,A heavy-duty electric toothbrush made with high-quality wool.,2026-07-21 18:39:08.611608
Portable Keyboard,KitchenAid,WTY-4277-FG,$510.84,ORD-349866489,A smart air purifier made with high-quality polyester.,2026-07-21 18:39:08.611622
Professional Backpack,Nespresso,WDT-8052-UE,$11.33,ORD-894427167,A deluxe air fryer made with high-quality polyester.,2026-07-21 18:39:08.611638
Vintage Mouse,Cuisinart,IPC-7485-XO,$2.66,ORD-205001902,A heavy-duty robot vacuum made with high-quality leather.,2026-07-21 18:39:08.611653
Eco-Friendly Coffee Maker,Nintendo,JJJ-6915-PB,$595.17,ORD-133181447,A classic electric toothbrush made with high-quality bamboo.,2026-07-21 18:39:08.611666
Portable Tablet,Bose,BXK-4089-GH,$880.73,ORD-939196758,A classic headphones made with high-quality leather.,2026-07-21 18:39:08.611681
Deluxe Camera,Nespresso,MWP-7666-BB,$577.97,ORD-634017553,A waterproof power bank made with high-quality bamboo.,2026-07-21 18:39:08.611697
Professional Coffee Maker,Dyson,XPV-3121-MV,$898.63,ORD-263802498,A ergonomic backpack made with high-quality wood.,2026-07-21 18:39:08.611712
Portable Keyboard,Microsoft,HCV-9195-IX,$443.13,ORD-865036561,A professional drone made with high-quality recycled plastic.,2026-07-21 18:39:08.611735
Organic Yoga Mat,Lenovo,EKM-3638-SU,$507.83,ORD-644107479,A professional vacuum cleaner made with high-quality aluminum.,2026-07-21 18:39:08.611751
Eco-Friendly Sneakers,Puma,ZHG-5848-WB,$849.42,ORD-526282096,A smart backpack made with high-quality wood.,2026-07-21 18:39:08.611766
High-Performance Monitor,Cuisinart,XEP-9362-XM,$764.77,ORD-974087510,A professional smartwatch made with high-quality carbon fiber.,2026-07-21 18:39:08.611780
Compact E-Reader,KitchenAid,TMX-8136-OP,$862.90,ORD-174700512,A premium speaker made with high-quality polyester.,2026-07-21 18:39:08.611798
Organic Air Purifier,Bose,IHN-8633-JJ,$562.24,ORD-891275639,A premium vacuum cleaner made with high-quality cashmere.,2026-07-21 18:39:08.611821
Classic Electric Toothbrush,Apple,KZA-7687-TA,$424.56,ORD-126394973,A heavy-duty backpack made with high-quality stainless steel.,2026-07-21 18:39:08.611838
Ultra Speaker,Nintendo,YXG-1644-BW,$940.83,ORD-731398916,A deluxe tablet made with high-quality recycled plastic.,2026-07-21 18:39:08.611853
Portable Smartphone,Sony,GVG-1194-QY,$33.38,ORD-747062120,A ultra laptop made with high-quality cotton.,2026-07-21 18:39:08.611868
Eco-Friendly Smartwatch,Cuisinart,EEI-4625-RX,$768.26,ORD-652448583,A waterproof keyboard made with high-quality recycled plastic.,2026-07-21 18:39:08.611967
Deluxe Power Bank,Bose,PPQ-2667-OH,$835.15,ORD-409687682,A smart smartwatch made with high-quality recycled plastic.,2026-07-21 18:39:08.611990
Waterproof Camera,Apple,YVX-7803-WM,$879.91,ORD-717482438,A classic laptop made with high-quality bamboo.,2026-07-21 18:39:08.612006
Classic Backpack,New Balance,SXF-4705-LY,$542.54,ORD-324374005,A modern smartphone made with high-quality recycled plastic.,2026-07-21 18:39:08.612020
Eco-Friendly Headphones,ASUS,UFP-5601-NT,$986.15,ORD-386259869,A smart blender made with high-quality polyester.,2026-07-21 18:39:08.612034
Ergonomic Electric Toothbrush,New Balance,QOL-2070-FN,$137.74,ORD-176725175,A deluxe blender made with high-quality aluminum.,2026-07-21 18:39:08.612055
Ergonomic Drone,JBL,QJV-8675-KS,$936.92,ORD-793301656,A ergonomic power bank made with high-quality bamboo.,2026-07-21 18:39:08.612070
High-Performance Webcam,Microsoft,NQQ-1855-RT,$134.53,ORD-579056032,A compact robot vacuum made with high-quality carbon fiber.,2026-07-21 18:39:08.612085
High-Performance Blender,Garmin,GLP-4260-IV,$196.12,ORD-560229655,A high-performance wireless earbuds made with high-quality leather.,2026-07-21 18:39:08.612099
Ergonomic Smartwatch,LG,KND-9421-DD,$876.73,ORD-164645835,A premium mouse made with high-quality carbon fiber.,2026-07-21 18:39:08.612113
Premium Tablet,Dell,IAE-7657-FF,$675.28,ORD-175534441,A vintage camera made with high-quality aluminum.,2026-07-21 18:39:08.612130
Classic E-Reader,Samsung,IZE-6072-NN,$816.06,ORD-673798865,A lightweight jacket made with high-quality ceramic.,2026-07-21 18:39:08.612145
Handcrafted Speaker,New Balance,GIO-6652-YN,$794.37,ORD-660091198,A limited edition speaker made with high-quality leather.,2026-07-21 18:39:08.612160
Ultra Water Bottle,Bose,AYB-1952-GS,$646.24,ORD-263600730,A eco-friendly fitness tracker made with high-quality cashmere.,2026-07-21 18:39:08.612175
Modern Desk Lamp,Apple,YKL-7462-AM,$22.57,ORD-807257833,A deluxe yoga mat made with high-quality recycled plastic.,2026-07-21 18:39:08.612191
Vintage Laptop,Sony,VOF-8279-RL,$669.13,ORD-398530547,A modern desk lamp made with high-quality aluminum.,2026-07-21 18:39:08.612206
Organic Vacuum Cleaner,Anker,CPQ-2896-LS,$552.04,ORD-957769733,A eco-friendly headphones made with high-quality leather.,2026-07-21 18:39:08.612222
Smart Monitor,Microsoft,PMV-5119-XL,$257.93,ORD-143916581,A eco-friendly sneakers made with high-quality wool.,2026-07-21 18:39:08.612253
Professional Backpack,New Balance,VRS-2221-GA,$112.63,ORD-570063748,A lightweight tablet made with high-quality silicone.,2026-07-21 18:39:08.612280
High-Performance Monitor,Sony,JUB-4176-NQ,$49.18,ORD-357078267,A modern camera made with high-quality polyester.,2026-07-21 18:39:08.612296
Smart Power Bank,Apple,VKO-9806-QA,$595.98,ORD-790144551,A waterproof gaming chair made with high-quality nylon.,2026-07-21 18:39:08.612311
Portable Air Fryer,ASUS,BEG-1650-QK,$420.36,ORD-158475928,A limited edition laptop made with high-quality titanium.,2026-07-21 18:39:08.612341
Waterproof Smartphone,Adidas,HWR-7087-LN,$108.85,ORD-810782424,A ultra sneakers made with high-quality carbon fiber.,2026-07-21 18:39:08.612356
Classic Power Bank,Garmin,IWY-7752-AN,$35.61,ORD-358151128,A smart gaming chair made with high-quality polyester.,2026-07-21 18:39:08.612371
Compact Wireless Earbuds,ASUS,UQV-9754-UI,$261.16,ORD-951981875,A compact tablet made with high-quality carbon fiber.,2026-07-21 18:39:08.612403
Wireless Headphones,ASUS,MIN-5171-GO,$684.04,ORD-864415116,A ergonomic jacket made with high-quality polyester.,2026-07-21 18:39:08.612420
Lightweight Blender,Sony,CNY-2207-XQ,$599.05,ORD-193289195,A classic mouse made with high-quality leather.,2026-07-21 18:39:08.612434
Classic Drone,HP,WUP-3340-CX,$36.52,ORD-639873805,A eco-friendly backpack made with high-quality stainless steel.,2026-07-21 18:39:08.612455
Eco-Friendly Electric Toothbrush,Garmin,FGG-5478-WB,$312.84,ORD-640721022,A heavy-duty webcam made with high-quality carbon fiber.,2026-07-21 18:39:08.612472
Modern Monitor,Garmin,BQV-6648-ND,$679.53,ORD-332817125,A vintage wireless earbuds made with high-quality silicone.,2026-07-21 18:39:08.612486
High-Performance Air Purifier,HP,MNA-4967-YJ,$361.05,ORD-371051684,A eco-friendly coffee maker made with high-quality carbon fiber.,2026-07-21 18:39:08.612501
Smart Robot Vacuum,HP,RZL-1907-XR,$24.35,ORD-442226466,A wireless wireless earbuds made with high-quality nylon.,2026-07-21 18:39:08.612515
Handcrafted Mouse,ASUS,CWE-4147-LI,$789.30,ORD-146827544,A compact water bottle made with high-quality aluminum.,2026-07-21 18:39:08.612529
Compact Sneakers,The North Face,KLF-9247-MF,$345.93,ORD-542462787,A handcrafted backpack made with high-quality nylon.,2026-07-21 18:39:08.612543
Portable Fitness Tracker,Canon,THN-8303-YF,$999.85,ORD-959905807,A premium yoga mat made with high-quality wood.,2026-07-21 18:39:08.612557
High-Performance Keyboard,LG,PCT-3953-YM,$389.83,ORD-533055243,A wireless laptop made with high-quality recycled plastic.,2026-07-21 18:39:08.612584
High-Performance Smartwatch,Amazon Basics,RYQ-4890-RU,$622.75,ORD-428262627,A ergonomic air fryer made with high-quality aluminum.,2026-07-21 18:39:08.612610
Ergonomic Mouse,Dell,TTB-5803-GO,$910.41,ORD-326430666,A limited edition water bottle made with high-quality aluminum.,2026-07-21 18:39:08.612625
Lightweight Monitor,Apple,XKP-5941-JI,$633.08,ORD-946923432,A lightweight electric toothbrush made with high-quality aluminum.,2026-07-21 18:39:08.612642
Compact Webcam,The North Face,BHG-7466-NN,$69.27,ORD-701102281,A lightweight mouse made with high-quality silicone.,2026-07-21 18:39:08.612661
Organic Gaming Chair,Anker,CMX-9455-HC,$782.40,ORD-570871023,A organic sneakers made with high-quality polyester.,2026-07-21 18:39:08.612680
Classic Smartphone,Anker,JOH-2480-YL,$168.13,ORD-330673539,A wireless blender made with high-quality recycled plastic.,2026-07-21 18:39:08.612761
